timestamp,datetime,count,temperature,rpm,speed,throttle,fuel,speedLimit,acceleration
1721050496.446823,2024-07-15 14:34:56,0,88,,,,,0,0
1721050496.4970114,2024-07-15 14:34:56,1,88,962,,,,0,0
1721050496.5468602,2024-07-15 14:34:56,2,88,962,0,,,0,0
1721050496.5969565,2024-07-15 14:34:56,3,88,962,0,18,,0,0.0
1721050496.6468008,2024-07-15 14:34:56,4,88,962,0,18,25,0,0.0
1721050496.6970036,2024-07-15 14:34:56,5,88,962,0,18,25,0,0.0
1721050496.8468623,2024-07-15 14:34:56,6,88,962,0,18,25,0,0.0
1721050496.8970406,2024-07-15 14:34:56,7,88,964,0,18,25,0,0.0
1721050496.9468703,2024-07-15 14:34:56,8,88,964,0,18,25,0,0.0
1721050496.99706,2024-07-15 14:34:56,9,88,964,0,18,25,0,0.0
1721050497.046954,2024-07-15 14:34:57,10,88,964,0,18,25,0,0.0
1721050497.097095,2024-07-15 14:34:57,11,88,964,0,18,25,0,0.0
1721050497.2468581,2024-07-15 14:34:57,12,88,964,0,18,25,0,0.0
1721050497.29715,2024-07-15 14:34:57,13,88,964,0,18,25,0,0.0
1721050497.3468654,2024-07-15 14:34:57,14,88,964,0,18,25,0,0.0
1721050497.3970404,2024-07-15 14:34:57,15,88,964,0,18,25,0,0.0
1721050497.44691,2024-07-15 14:34:57,16,88,964,0,18,25,0,0.0
1721050497.497075,2024-07-15 14:34:57,17,88,964,0,18,25,0,0.0
1721050497.6569943,2024-07-15 14:34:57,18,88,964,0,18,25,0,0.0
1721050497.7171705,2024-07-15 14:34:57,19,88,958,0,18,25,0,0.0
1721050497.7770207,2024-07-15 14:34:57,20,88,958,0,18,25,0,0.0
1721050497.8371904,2024-07-15 14:34:57,21,88,958,0,18,25,0,0.0
1721050497.9068265,2024-07-15 14:34:57,22,88,958,0,18,25,0,0.0
1721050497.9668956,2024-07-15 14:34:57,23,88,958,0,18,25,0,0.0
1721050498.1372144,2024-07-15 14:34:58,24,88,958,0,18,25,0,0.0
1721050498.1970203,2024-07-15 14:34:58,25,88,964,0,18,25,0,0.0
1721050498.2570913,2024-07-15 14:34:58,26,88,964,0,18,25,0,0.0
1721050498.3174286,2024-07-15 14:34:58,27,88,964,0,18,25,0,0.0
1721050498.3771276,2024-07-15 14:34:58,28,88,964,0,18,25,0,0.0
1721050498.4370375,2024-07-15 14:34:58,29,88,964,0,18,25,0,0.0
1721050498.606908,2024-07-15 14:34:58,30,88,964,0,18,25,0,0.0
1721050498.666946,2024-07-15 14:34:58,31,88,964,0,18,25,0,0.0
1721050498.7269013,2024-07-15 14:34:58,32,88,964,0,18,25,0,0.0
1721050498.786854,2024-07-15 14:34:58,33,88,964,0,18,25,0,0.0
