timestamp,datetime,count,temperature,rpm,speed,throttle,fuel,speedLimit,acceleration
1722439735.0132394,2024-07-31 18:28:55,0,102,,,,,0,0
1722439735.0637825,2024-07-31 18:28:55,1,102,928,,,,0,0
1722439735.1142,2024-07-31 18:28:55,2,102,928,0,,,0,0
1722439735.1633804,2024-07-31 18:28:55,3,102,928,0,13,,0,0.0
1722439735.2133431,2024-07-31 18:28:55,4,102,928,0,13,76,0,0.0
1722439735.4137826,2024-07-31 18:28:55,5,102,928,0,13,76,0,0.0
1722439735.4636316,2024-07-31 18:28:55,6,102,926,0,13,76,0,0.0
1722439735.5144575,2024-07-31 18:28:55,7,102,926,0,13,76,0,0.0
1722439735.56339,2024-07-31 18:28:55,8,102,926,0,13,76,0,0.0
1722439735.6131737,2024-07-31 18:28:55,9,102,926,0,13,76,0,0.0
1722439735.8190544,2024-07-31 18:28:55,10,102,926,0,13,76,0,0.0
1722439735.8690612,2024-07-31 18:28:55,11,102,929,0,13,76,0,0.0
1722439735.9190483,2024-07-31 18:28:55,12,102,929,0,13,76,0,0.0
1722439735.969049,2024-07-31 18:28:55,13,102,929,0,13,76,0,0.0
1722439736.0190623,2024-07-31 18:28:56,14,102,929,0,13,76,0,0.0
1722439736.229067,2024-07-31 18:28:56,15,102,929,0,13,76,0,0.0
1722439736.2890635,2024-07-31 18:28:56,16,102,930,0,13,76,0,0.0
1722439736.349061,2024-07-31 18:28:56,17,102,930,0,13,76,0,0.0
1722439736.4090645,2024-07-31 18:28:56,18,102,930,0,13,76,0,0.0
1722439736.4690695,2024-07-31 18:28:56,19,102,930,0,13,76,0,0.0
1722439736.6930845,2024-07-31 18:28:56,20,102,930,0,13,76,0,0.0
1722439736.75342,2024-07-31 18:28:56,21,102,932,0,13,76,0,0.0
1722439736.8190765,2024-07-31 18:28:56,22,102,932,0,13,76,0,0.0
1722439736.8732417,2024-07-31 18:28:56,23,102,932,0,13,76,0,0.0
1722439736.9390874,2024-07-31 18:28:56,24,102,932,0,13,76,0,0.0
1722439737.1690898,2024-07-31 18:28:57,25,102,932,0,13,76,0,0.0
1722439737.2290857,2024-07-31 18:28:57,26,102,931,0,13,76,0,0.0
1722439737.2890856,2024-07-31 18:28:57,27,102,931,0,13,76,0,0.0
1722439737.3490846,2024-07-31 18:28:57,28,102,931,0,13,76,0,0.0
1722439737.4090967,2024-07-31 18:28:57,29,102,931,0,13,76,0,0.0
1722439737.639103,2024-07-31 18:28:57,30,102,931,0,13,76,0,0.0
1722439737.7090995,2024-07-31 18:28:57,31,102,932,0,13,76,0,0.0
1722439737.779098,2024-07-31 18:28:57,32,102,932,0,13,76,0,0.0
1722439737.8390944,2024-07-31 18:28:57,33,102,932,0,13,76,0,0.0
1722439737.8991032,2024-07-31 18:28:57,34,102,932,0,13,76,0,0.0
1722439738.12311,2024-07-31 18:28:58,35,102,932,0,13,76,0,0.0
1722439738.183686,2024-07-31 18:28:58,36,102,930,0,13,76,0,0.0
1722439738.2431035,2024-07-31 18:28:58,37,102,930,0,13,76,0,0.0
1722439738.3091044,2024-07-31 18:28:58,38,102,930,0,13,76,0,0.0
1722439738.369111,2024-07-31 18:28:58,39,102,930,0,13,76,0,0.0
1722439738.5931585,2024-07-31 18:28:58,40,102,930,0,13,76,0,0.0
1722439738.6532075,2024-07-31 18:28:58,41,102,930,0,13,76,0,0.0
1722439738.7231255,2024-07-31 18:28:58,42,102,930,0,13,76,0,0.0
1722439738.7891107,2024-07-31 18:28:58,43,102,930,0,13,76,0,0.0
1722439738.849116,2024-07-31 18:28:58,44,102,930,0,13,76,0,0.0
1722439739.0731726,2024-07-31 18:28:59,45,102,930,0,13,76,0,0.0
1722439739.1332235,2024-07-31 18:28:59,46,102,934,0,13,76,0,0.0
1722439739.1931221,2024-07-31 18:28:59,47,102,934,0,13,76,0,0.0
1722439739.253169,2024-07-31 18:28:59,48,102,934,0,13,76,0,0.0
1722439739.3142009,2024-07-31 18:28:59,49,102,934,0,13,76,0,0.0
1722439739.5391235,2024-07-31 18:28:59,50,102,934,0,13,76,0,0.0
1722439739.5991247,2024-07-31 18:28:59,51,102,928,0,13,76,0,0.0
1722439739.6591175,2024-07-31 18:28:59,52,102,928,0,13,76,0,0.0
1722439739.723122,2024-07-31 18:28:59,53,102,928,0,13,76,0,0.0
1722439739.7891228,2024-07-31 18:28:59,54,102,928,0,13,76,0,0.0
1722439740.01331,2024-07-31 18:29:00,55,102,928,0,13,76,0,0.0
1722439740.0731795,2024-07-31 18:29:00,56,102,928,0,13,76,0,0.0
1722439740.1331546,2024-07-31 18:29:00,57,102,928,0,13,76,0,0.0
1722439740.1933248,2024-07-31 18:29:00,58,102,928,0,13,76,0,0.0
1722439740.2531226,2024-07-31 18:29:00,59,102,928,0,13,76,0,0.0
1722439740.479126,2024-07-31 18:29:00,60,102,928,0,13,76,0,0.0
1722439740.53912,2024-07-31 18:29:00,61,102,932,0,13,76,0,0.0
1722439740.5991151,2024-07-31 18:29:00,62,102,932,0,13,76,0,0.0
1722439740.659117,2024-07-31 18:29:00,63,102,932,0,13,76,0,0.0
1722439740.7231283,2024-07-31 18:29:00,64,102,932,0,13,76,0,0.0
1722439740.9491239,2024-07-31 18:29:00,65,102,932,0,13,76,0,0.0
1722439741.0091202,2024-07-31 18:29:01,66,102,930,0,13,76,0,0.0
1722439741.0731618,2024-07-31 18:29:01,67,102,930,0,13,76,0,0.0
1722439741.133171,2024-07-31 18:29:01,68,102,930,0,15,76,0,0.0
1722439741.193122,2024-07-31 18:29:01,69,102,930,0,15,76,0,0.0
1722439741.4191227,2024-07-31 18:29:01,70,102,930,0,15,76,0,0.0
1722439741.4791155,2024-07-31 18:29:01,71,102,925,0,15,76,0,0.0
1722439741.5391133,2024-07-31 18:29:01,72,102,925,0,15,76,0,0.0
1722439741.599111,2024-07-31 18:29:01,73,102,925,0,15,76,0,0.0
1722439741.6591158,2024-07-31 18:29:01,74,102,925,0,15,76,0,0.0
1722439741.8991153,2024-07-31 18:29:01,75,102,925,0,15,76,0,0.0
1722439741.9591115,2024-07-31 18:29:01,76,102,944,0,15,76,0,0.0
1722439742.0191088,2024-07-31 18:29:02,77,102,944,1,15,76,0,16.667411095701517
1722439742.0791054,2024-07-31 18:29:02,78,102,944,1,15,76,0,0.0
1722439742.1391122,2024-07-31 18:29:02,79,102,944,1,15,76,0,0.0
1722439742.3691082,2024-07-31 18:29:02,80,102,944,1,15,76,0,0.0
1722439742.4291067,2024-07-31 18:29:02,81,102,1000,1,15,76,0,0.0
1722439742.4891107,2024-07-31 18:29:02,82,102,1000,3,15,76,0,33.331113539286775
1722439742.549109,2024-07-31 18:29:02,83,102,1000,3,15,76,0,0.0
1722439742.609104,2024-07-31 18:29:02,84,102,1000,3,15,76,0,0.0
1722439742.8331225,2024-07-31 18:29:02,85,102,1000,3,15,76,0,0.0
1722439742.8991187,2024-07-31 18:29:02,86,102,1002,3,15,76,0,0.0
1722439742.9590957,2024-07-31 18:29:02,87,102,1002,4,15,76,0,16.673042828408107
1722439743.0232189,2024-07-31 18:29:03,88,102,1002,4,14,76,0,0.0
1722439743.0832047,2024-07-31 18:29:03,89,102,1002,4,14,76,0,0.0
1722439743.3090932,2024-07-31 18:29:03,90,102,1002,4,14,76,0,0.0
1722439743.3690903,2024-07-31 18:29:03,91,102,1014,4,14,76,0,0.0
1722439743.4290843,2024-07-31 18:29:03,92,102,1014,5,14,76,0,16.668338413483127
1722439743.4890833,2024-07-31 18:29:03,93,102,1014,5,12,76,0,0.0
1722439743.5490878,2024-07-31 18:29:03,94,102,1014,5,12,76,0,0.0
1722439743.773133,2024-07-31 18:29:03,95,102,1014,5,12,76,0,0.0
1722439743.8330798,2024-07-31 18:29:03,96,102,950,5,12,76,0,0.0
