timestamp,datetime,count,temperature,rpm,speed,throttle,fuel,speedLimit,acceleration
1721645132.0164187,2024-07-22 11:45:32,0,95,,,,,0,0
1721645132.066416,2024-07-22 11:45:32,1,95,748,,,,0,0
1721645132.1164684,2024-07-22 11:45:32,2,95,748,0,,,0,0
1721645132.1664631,2024-07-22 11:45:32,3,95,748,0,16,,0,0.0
1721645132.4165864,2024-07-22 11:45:32,4,95,748,0,16,,0,0.0
1721645132.4666038,2024-07-22 11:45:32,5,95,756,0,16,,0,0.0
1721645132.516901,2024-07-22 11:45:32,6,95,756,0,16,,0,0.0
1721645132.5666385,2024-07-22 11:45:32,7,95,756,0,16,,0,0.0
1721645132.8167706,2024-07-22 11:45:32,8,95,756,0,16,,0,0.0
1721645132.8667698,2024-07-22 11:45:32,9,95,752,0,16,,0,0.0
1721645132.9168115,2024-07-22 11:45:32,10,95,752,0,16,,0,0.0
1721645132.9668128,2024-07-22 11:45:32,11,95,752,0,16,,0,0.0
1721645133.2169483,2024-07-22 11:45:33,12,95,752,0,16,,0,0.0
1721645133.2669487,2024-07-22 11:45:33,13,95,750,0,16,,0,0.0
1721645133.3169882,2024-07-22 11:45:33,14,95,750,0,16,,0,0.0
1721645133.3672366,2024-07-22 11:45:33,15,95,750,0,16,,0,0.0
1721645133.6171465,2024-07-22 11:45:33,16,95,750,0,16,,0,0.0
1721645133.6671252,2024-07-22 11:45:33,17,95,760,0,16,,0,0.0
1721645133.7171953,2024-07-22 11:45:33,18,95,760,0,16,,0,0.0
1721645133.7712426,2024-07-22 11:45:33,19,95,760,0,16,,0,0.0
1721645134.9515774,2024-07-22 11:45:34,20,95,760,0,16,,0,0.0
1721645135.0117624,2024-07-22 11:45:35,21,95,762,0,16,,0,0.0
1721645139.0497384,2024-07-22 11:45:39,22,95,762,0,16,,0,0.0
1721645140.090443,2024-07-22 11:45:40,23,95,762,0,16,,0,0.0
1721645140.9643664,2024-07-22 11:45:40,24,95,762,0,16,,0,0.0
1721645141.411051,2024-07-22 11:45:41,25,95,762,0,16,,0,0.0
1721645141.6850054,2024-07-22 11:45:41,26,95,762,0,16,,0,0.0
1721645143.5053813,2024-07-22 11:45:43,27,95,748,0,16,,0,0.0
1721645145.7224648,2024-07-22 11:45:45,28,95,742,0,16,,0,0.0
1721645145.7765448,2024-07-22 11:45:45,29,95,742,0,16,,0,0.0
1721645145.8464234,2024-07-22 11:45:45,30,95,742,0,16,,0,0.0
1721645146.1226532,2024-07-22 11:45:46,31,95,742,0,16,,0,0.0
1721645146.1767492,2024-07-22 11:45:46,32,95,751,0,16,,0,0.0
1721645146.6667817,2024-07-22 11:45:46,33,95,751,0,16,,0,0.0
1721645147.106959,2024-07-22 11:45:47,34,95,751,0,16,,0,0.0
1721645147.437283,2024-07-22 11:45:47,35,95,751,0,16,,0,0.0
1721645147.5471718,2024-07-22 11:45:47,36,95,751,0,16,,0,0.0
1721645148.3074996,2024-07-22 11:45:48,37,95,751,0,16,,0,0.0
1721645148.7477663,2024-07-22 11:45:48,38,95,751,0,16,,0,0.0
1721645149.2982204,2024-07-22 11:45:49,39,95,751,0,16,,0,0.0
1721645149.6849954,2024-07-22 11:45:49,40,95,778,0,16,,0,0.0
1721645150.0584219,2024-07-22 11:45:50,41,95,778,0,16,,0,0.0
1721645150.1656365,2024-07-22 11:45:50,42,95,778,0,16,,0,0.0
1721645150.488651,2024-07-22 11:45:50,43,95,778,0,16,,0,0.0
1721645150.658698,2024-07-22 11:45:50,44,95,778,0,15,,0,0.0
1721645150.9286485,2024-07-22 11:45:50,45,95,778,0,15,,0,0.0
1721645151.0988677,2024-07-22 11:45:51,46,95,778,0,15,,0,0.0
1721645151.3688653,2024-07-22 11:45:51,47,95,778,0,15,,0,0.0
1721645151.9190643,2024-07-22 11:45:51,48,95,778,2,15,,0,3.635048199464229
1721645151.975483,2024-07-22 11:45:51,49,95,778,2,16,,0,0.0
1721645152.2492418,2024-07-22 11:45:52,50,95,778,2,16,,0,0.0
1721645152.3592808,2024-07-22 11:45:52,51,95,778,3,16,,0,9.087687444343574
1721645152.8596547,2024-07-22 11:45:52,52,95,778,3,16,,0,0.0
1721645153.129615,2024-07-22 11:45:53,53,95,778,3,16,,0,0.0
1721645154.0664124,2024-07-22 11:45:54,54,95,778,3,16,,0,0.0
1721645154.5104241,2024-07-22 11:45:54,55,95,778,3,16,,0,0.0
1721645154.6266224,2024-07-22 11:45:54,56,95,778,0,16,,0,-25.817933360827787
1721645154.6802773,2024-07-22 11:45:54,57,95,778,0,15,,0,0.0
1721645155.0004117,2024-07-22 11:45:55,58,95,717,0,15,,0,0.0
1721645155.0504713,2024-07-22 11:45:55,59,95,717,0,15,,0,0.0
1721645155.1171026,2024-07-22 11:45:55,60,95,717,0,16,,0,0.0
1721645155.4408133,2024-07-22 11:45:55,61,95,790,0,16,,0,0.0
1721645155.5008836,2024-07-22 11:45:55,62,95,790,0,16,,0,0.0
1721645155.560667,2024-07-22 11:45:55,63,95,790,0,17,,0,0.0
1721645156.0008602,2024-07-22 11:45:56,64,95,790,0,16,,0,0.0
1721645156.3371089,2024-07-22 11:45:56,65,95,779,0,16,,0,0.0
1721645157.1613762,2024-07-22 11:45:57,66,95,779,0,16,,0,0.0
1721645157.2777903,2024-07-22 11:45:57,67,95,779,3,16,,0,25.770080855909363
1721645157.6617458,2024-07-22 11:45:57,68,95,859,3,16,,0,0.0
1721645159.012228,2024-07-22 11:45:59,69,95,1505,3,16,,0,0.0
1721645159.0722435,2024-07-22 11:45:59,70,95,1505,8,16,,0,83.31189442363232
1721645159.972637,2024-07-22 11:45:59,71,95,1505,10,16,,0,2.2212510763866455
1721645160.032663,2024-07-22 11:46:00,72,95,1505,10,20,,0,0.0
1721645160.3227682,2024-07-22 11:46:00,73,95,1505,10,20,,0,0.0
1721645160.4431436,2024-07-22 11:46:00,74,95,1505,11,20,,0,8.307345545870296
1721645160.503057,2024-07-22 11:46:00,75,95,1505,11,21,,0,0.0
1721645160.7835536,2024-07-22 11:46:00,76,95,1505,11,21,,0,0.0
1721645161.413278,2024-07-22 11:46:01,77,95,1505,11,23,,0,0.0
1721645161.8034813,2024-07-22 11:46:01,78,95,1505,15,23,,0,10.251068200467913
1721645162.1938405,2024-07-22 11:46:02,79,95,1963,15,23,,0,0.0
1721645162.3040385,2024-07-22 11:46:02,80,95,1963,15,24,,0,0.0
1721645162.5839858,2024-07-22 11:46:02,81,95,1963,15,24,,0,0.0
1721645162.6337955,2024-07-22 11:46:02,82,95,1908,15,24,,0,0.0
1721645163.1340122,2024-07-22 11:46:03,83,95,1908,19,24,,0,7.996533942530746
1721645163.6345332,2024-07-22 11:46:03,84,95,1908,19,23,,0,0.0
1721645163.9045305,2024-07-22 11:46:03,85,95,1908,19,23,,0,0.0
1721645163.954376,2024-07-22 11:46:03,86,95,1628,19,23,,0,0.0
1721645164.0143886,2024-07-22 11:46:04,87,95,1628,21,23,,0,33.32634648465899
1721645171.0540774,2024-07-22 11:46:11,88,95,1628,28,23,,0,0.9943621335274182
1721645171.5030842,2024-07-22 11:46:11,89,95,1628,27,23,,0,-2.227137783144327
1721645172.7218034,2024-07-22 11:46:12,90,94,1628,27,23,,0,0.0
1721645173.1613116,2024-07-22 11:46:13,91,94,1628,27,23,,0,0.0
1721645173.2212448,2024-07-22 11:46:13,92,94,1492,27,23,,0,0.0
1721645173.738655,2024-07-22 11:46:13,93,94,1492,30,23,,0,5.798106697336991
1721645174.1706815,2024-07-22 11:46:14,94,94,1492,30,23,,0,0.0
1721645174.6000416,2024-07-22 11:46:14,95,94,1492,30,23,,0,0.0
1721645174.669979,2024-07-22 11:46:14,96,94,1492,30,17,,0,0.0
1721645174.999732,2024-07-22 11:46:14,97,94,1294,30,17,,0,0.0
1721645175.80932,2024-07-22 11:46:15,98,94,1294,30,17,,0,0.0
1721645175.8690763,2024-07-22 11:46:15,99,94,1114,30,17,,0,0.0
1721645176.2490597,2024-07-22 11:46:16,100,94,1114,30,17,,0,0.0
1721645176.298779,2024-07-22 11:46:16,101,94,914,30,17,,0,0.0
1721645176.7884474,2024-07-22 11:46:16,102,94,914,30,17,,0,0.0
1721645177.1182585,2024-07-22 11:46:17,103,94,914,30,17,,0,0.0
1721645177.7351763,2024-07-22 11:46:17,104,94,914,30,15,,0,0.0
1721645178.167875,2024-07-22 11:46:18,105,94,914,30,15,,0,0.0
1721645178.5974078,2024-07-22 11:46:18,106,94,914,30,15,,0,0.0
1721645179.4969435,2024-07-22 11:46:19,107,94,914,30,15,,0,0.0
1721645179.777019,2024-07-22 11:46:19,108,94,914,30,15,,0,0.0
1721645179.8869188,2024-07-22 11:46:19,109,94,914,25,15,,0,-45.496005015695744
1721645179.9467158,2024-07-22 11:46:19,110,94,914,25,15,,0,0.0
1721645180.7364023,2024-07-22 11:46:20,111,94,760,25,15,,0,0.0
1721645180.8465183,2024-07-22 11:46:20,112,94,760,25,15,,0,0.0
1721645181.2961993,2024-07-22 11:46:21,113,94,760,25,15,,0,0.0
1721645181.746023,2024-07-22 11:46:21,114,94,760,25,14,,0,0.0
1721645182.14588,2024-07-22 11:46:22,115,94,760,24,14,,0,-2.5008937930573922
1721645182.2060244,2024-07-22 11:46:22,116,94,760,24,17,,0,0.0
1721645183.0556326,2024-07-22 11:46:23,117,94,760,24,17,,0,0.0
1721645183.3757498,2024-07-22 11:46:23,118,93,760,24,17,,0,0.0
1721645183.4856663,2024-07-22 11:46:23,119,93,760,26,17,,0,18.195638829299188
1721645185.1551437,2024-07-22 11:46:25,120,93,760,26,17,,0,0.0
1721645185.8052094,2024-07-22 11:46:25,121,93,760,26,13,,0,0.0
1721645186.0851858,2024-07-22 11:46:26,122,94,760,26,13,,0,0.0
1721645186.1449742,2024-07-22 11:46:26,123,94,982,26,13,,0,0.0
1721645186.254949,2024-07-22 11:46:26,124,94,982,26,12,,0,0.0
1721645186.5348938,2024-07-22 11:46:26,125,93,982,26,12,,0,0.0
1721645186.5948658,2024-07-22 11:46:26,126,93,820,26,12,,0,0.0
1721645186.6612005,2024-07-22 11:46:26,127,93,820,27,12,,0,15.075060741550095
1721645186.9848006,2024-07-22 11:46:26,128,93,820,27,12,,0,0.0
1721645187.045028,2024-07-22 11:46:27,129,93,783,27,12,,0,0.0
1721645187.89474,2024-07-22 11:46:27,130,93,783,27,12,,0,0.0
1721645188.3547192,2024-07-22 11:46:28,131,93,783,27,12,,0,0.0
1721645188.9346492,2024-07-22 11:46:28,132,93,783,26,12,,0,-1.7243458423624705
1721645190.2346091,2024-07-22 11:46:30,133,93,1293,26,12,,0,0.0
1721645192.5446484,2024-07-22 11:46:32,134,93,1293,30,12,,0,1.7315722859938072
1721645193.4607913,2024-07-22 11:46:33,135,93,1293,31,12,,0,1.0915327246106914
1721645194.4308898,2024-07-22 11:46:34,136,93,1293,31,18,,0,0.0
1721645194.7150338,2024-07-22 11:46:34,137,93,1293,31,18,,0,0.0
1721645194.895765,2024-07-22 11:46:34,138,93,1293,31,18,,0,0.0
1721645195.78124,2024-07-22 11:46:35,139,93,1293,31,17,,0,0.0
1721645196.6516814,2024-07-22 11:46:36,140,93,1293,31,19,,0,0.0
1721645196.9211617,2024-07-22 11:46:36,141,93,1293,31,19,,0,0.0
1721645198.8353932,2024-07-22 11:46:38,142,93,1293,36,19,,0,2.612014220184686
1721645199.1615272,2024-07-22 11:46:39,143,93,1293,36,19,,0,0.0
1721645199.2154784,2024-07-22 11:46:39,144,93,1127,36,19,,0,0.0
1721645200.055634,2024-07-22 11:46:40,145,93,1127,36,19,,0,0.0
1721645200.215671,2024-07-22 11:46:40,146,93,1127,36,13,,0,0.0
1721645201.4761362,2024-07-22 11:46:41,147,93,856,36,13,,0,0.0
1721645202.3861244,2024-07-22 11:46:42,148,93,780,36,13,,0,0.0
1721645202.7837453,2024-07-22 11:46:42,149,93,780,36,13,,0,0.0
1721645202.9562545,2024-07-22 11:46:42,150,93,780,36,13,,0,0.0
1721645203.2264876,2024-07-22 11:46:43,151,93,780,36,13,,0,0.0
1721645203.7964613,2024-07-22 11:46:43,152,93,780,30,13,,0,-10.526801366828924
1721645203.8466663,2024-07-22 11:46:43,153,93,780,30,13,,0,0.0
1721645204.2341278,2024-07-22 11:46:44,154,93,780,29,13,,0,-2.5809020934312374
1721645205.9144804,2024-07-22 11:46:45,155,93,780,29,13,,0,0.0
1721645206.3544962,2024-07-22 11:46:46,156,93,780,29,13,,0,0.0
1721645206.9072955,2024-07-22 11:46:46,157,93,780,21,13,,0,-14.471800321572253
1721645206.967483,2024-07-22 11:46:46,158,93,780,21,15,,0,0.0
1721645207.3974564,2024-07-22 11:46:47,159,93,780,21,15,,0,0.0
1721645207.8375833,2024-07-22 11:46:47,160,93,780,21,15,,0,0.0
1721645208.1682472,2024-07-22 11:46:48,161,93,752,21,15,,0,0.0
1721645209.0179193,2024-07-22 11:46:49,162,93,752,21,15,,0,0.0
1721645209.0781407,2024-07-22 11:46:49,163,93,772,21,15,,0,0.0
1721645209.138026,2024-07-22 11:46:49,164,93,772,11,15,,0,-166.98598995927176
1721645209.194115,2024-07-22 11:46:49,165,93,772,11,17,,0,0.0
1721645209.5180678,2024-07-22 11:46:49,166,93,784,11,17,,0,0.0
